,nrmse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/activation,config/bnorm,config/dropout,config/dropout_prob,config/kernel_types,config/active_dim_multiplier,config/dim_max,config/output_dim,config/optimizer_lr,logdir
43,0.67,1708839185,,False,1,fbd21e18,2024-02-24_22-33-05,11.665131330490112,11.665131330490112,59609,casper19,128.117.208.133,11.665131330490112,1,tanh,True,True,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",1,256,24,0.001,fbd21e18
11,0.677,1708838159,,False,1,4edf16bd,2024-02-24_22-15-59,36.87247347831726,36.87247347831726,59609,casper19,128.117.208.133,36.87247347831726,1,sigmoid,False,False,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",1,128,24,0.001,4edf16bd
1,0.701,1708837928,,False,1,c2cb4027,2024-02-24_22-12-08,12.416553974151611,12.416553974151611,59609,casper19,128.117.208.133,12.416553974151611,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",2,256,24,0.01,c2cb4027
27,0.708,1708838724,,False,1,f00e7d86,2024-02-24_22-25-24,44.91043257713318,44.91043257713318,59609,casper19,128.117.208.133,44.91043257713318,1,sigmoid,True,True,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",1,256,60,0.001,f00e7d86
24,0.762,1708838588,,False,1,f8e026b1,2024-02-24_22-23-08,42.173341512680054,42.173341512680054,59609,casper19,128.117.208.133,42.173341512680054,1,sigmoid,True,True,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",2,256,36,0.001,f8e026b1
32,0.79,1708838896,,False,1,fbd951a1,2024-02-24_22-28-16,31.59054923057556,31.59054923057556,59609,casper19,128.117.208.133,31.59054923057556,1,relu,True,True,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,256,12,0.001,fbd951a1
42,0.856,1708839174,,False,1,a4de23e8,2024-02-24_22-32-54,13.362244606018066,13.362244606018066,59609,casper19,128.117.208.133,13.362244606018066,1,tanh,True,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,64,12,0.01,a4de23e8
2,0.871,1708837939,,False,1,00c137b9,2024-02-24_22-12-19,10.778211832046509,10.778211832046509,59609,casper19,128.117.208.133,10.778211832046509,1,sigmoid,False,True,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",2,64,24,0.01,00c137b9
7,0.884,1708838055,,False,1,03f276a8,2024-02-24_22-14-15,10.93170714378357,10.93170714378357,59609,casper19,128.117.208.133,10.93170714378357,1,sigmoid,False,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,64,60,0.01,03f276a8
9,0.98,1708838077,,False,1,0170da29,2024-02-24_22-14-37,12.229401111602783,12.229401111602783,59609,casper19,128.117.208.133,12.229401111602783,1,tanh,True,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,64,48,0.01,0170da29
37,0.981,1708839061,,False,1,29eef416,2024-02-24_22-31-01,12.568743228912354,12.568743228912354,59609,casper19,128.117.208.133,12.568743228912354,1,tanh,True,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,64,24,0.01,29eef416
39,0.985,1708839085,,False,1,09206166,2024-02-24_22-31-25,13.05165719985962,13.05165719985962,59609,casper19,128.117.208.133,13.05165719985962,1,tanh,True,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,256,48,0.01,09206166
47,1.011,1708839317,,False,1,cb2cfee5,2024-02-24_22-35-17,38.02022409439087,38.02022409439087,59609,casper19,128.117.208.133,38.02022409439087,1,tanh,True,True,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",2,128,24,0.001,cb2cfee5
8,1.033,1708838065,,False,1,654ee9bf,2024-02-24_22-14-25,10.056926012039185,10.056926012039185,59609,casper19,128.117.208.133,10.056926012039185,1,tanh,False,True,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",2,128,60,0.01,654ee9bf
49,1.048,1708839376,,False,1,39985e32,2024-02-24_22-36-16,46.76765275001526,46.76765275001526,59609,casper19,128.117.208.133,46.76765275001526,1,sigmoid,True,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,128,48,0.001,39985e32
34,1.117,1708838973,,False,1,fcda749c,2024-02-24_22-29-33,37.63649034500122,37.63649034500122,59609,casper19,128.117.208.133,37.63649034500122,1,tanh,True,True,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",1,64,60,0.001,fcda749c
41,1.189,1708839160,,False,1,e258cb8f,2024-02-24_22-32-40,37.90757203102112,37.90757203102112,59609,casper19,128.117.208.133,37.90757203102112,1,relu,True,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,256,60,0.001,e258cb8f
10,1.35,1708838122,,False,1,d30685e8,2024-02-24_22-15-22,44.350703954696655,44.350703954696655,59609,casper19,128.117.208.133,44.350703954696655,1,tanh,True,True,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",2,128,12,0.001,d30685e8
35,1.54,1708839012,,False,1,50b93dd3,2024-02-24_22-30-12,38.75989770889282,38.75989770889282,59609,casper19,128.117.208.133,38.75989770889282,1,tanh,True,True,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",1,256,36,0.001,50b93dd3
33,1.641,1708838935,,False,1,d4a47ce8,2024-02-24_22-28-55,39.29943871498108,39.29943871498108,59609,casper19,128.117.208.133,39.29943871498108,1,tanh,True,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,256,36,0.001,d4a47ce8
36,1.659,1708839048,,False,1,6cfff7d5,2024-02-24_22-30-48,36.7334885597229,36.7334885597229,59609,casper19,128.117.208.133,36.7334885597229,1,tanh,True,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,256,12,0.001,6cfff7d5
17,2.036,1708838354,,False,1,103d4a09,2024-02-24_22-19-14,35.63647818565369,35.63647818565369,59609,casper19,128.117.208.133,35.63647818565369,1,relu,True,False,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",1,256,48,0.001,103d4a09
12,2.061,1708838170,,False,1,115e3096,2024-02-24_22-16-10,10.63905644416809,10.63905644416809,59609,casper19,128.117.208.133,10.63905644416809,1,relu,False,False,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",1,128,48,0.01,115e3096
18,2.192,1708838368,,False,1,a6466f0d,2024-02-24_22-19-28,12.85112476348877,12.85112476348877,59609,casper19,128.117.208.133,12.85112476348877,1,tanh,False,True,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",2,256,60,0.01,a6466f0d
48,2.406,1708839329,,False,1,80a14be0,2024-02-24_22-35-29,11.694493770599365,11.694493770599365,59609,casper19,128.117.208.133,11.694493770599365,1,relu,False,True,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",1,256,12,0.01,80a14be0
3,2.515,1708837947,,False,1,9ab72b9f,2024-02-24_22-12-27,8.19092607498169,8.19092607498169,59609,casper19,128.117.208.133,8.19092607498169,1,relu,False,True,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",2,256,24,0.01,9ab72b9f
15,2.517,1708838288,,False,1,f94e08c9,2024-02-24_22-18-08,42.0633909702301,42.0633909702301,59609,casper19,128.117.208.133,42.0633909702301,1,sigmoid,False,False,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",1,128,12,0.001,f94e08c9
0,2.606,1708837916,,False,1,7c508237,2024-02-24_22-11-56,20.64480757713318,20.64480757713318,59609,casper19,128.117.208.133,20.64480757713318,1,relu,False,True,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",1,128,12,0.01,7c508237
6,3.22,1708838044,,False,1,ffe69e0d,2024-02-24_22-14-04,38.79169940948486,38.79169940948486,59609,casper19,128.117.208.133,38.79169940948486,1,sigmoid,False,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,128,12,0.001,ffe69e0d
14,3.688,1708838246,,False,1,fa9e0338,2024-02-24_22-17-26,36.03198456764221,36.03198456764221,59609,casper19,128.117.208.133,36.03198456764221,1,tanh,False,True,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",1,128,48,0.001,fa9e0338
28,3.722,1708838761,,False,1,e22531df,2024-02-24_22-26-01,36.25424671173096,36.25424671173096,59609,casper19,128.117.208.133,36.25424671173096,1,relu,True,True,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",1,256,60,0.001,e22531df
16,4.346,1708838319,,False,1,f40cf161,2024-02-24_22-18-39,30.36259913444519,30.36259913444519,59609,casper19,128.117.208.133,30.36259913444519,1,relu,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",2,64,24,0.001,f40cf161
5,4.523,1708838005,,False,1,201f0147,2024-02-24_22-13-25,44.96703505516052,44.96703505516052,59609,casper19,128.117.208.133,44.96703505516052,1,sigmoid,True,True,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,64,36,0.001,201f0147
