,nrmse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/activation,config/bnorm,config/dropout,config/dropout_prob,config/kernel_types,config/active_dim_multiplier,config/dim_max,config/output_dim,config/optimizer_lr,logdir
31,5.018,1708996212,,False,1,c97b5027,2024-02-26_18-10-12,59.13640284538269,59.13640284538269,25714,casper19,128.117.208.133,59.13640284538269,1,sigmoid,False,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",2,256,60,0.0001,c97b5027
32,5.312,1708996268,,False,1,193ba7da,2024-02-26_18-11-08,55.747525453567505,55.747525453567505,25714,casper19,128.117.208.133,55.747525453567505,1,sigmoid,False,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",2,256,60,0.0001,193ba7da
33,5.616,1708996366,,False,1,4493824b,2024-02-26_18-12-46,59.928210496902466,59.928210496902466,26663,casper19,128.117.208.133,59.928210496902466,1,sigmoid,False,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",2,256,60,0.0001,4493824b
34,4.932,1708996379,,False,1,d1e638bb,2024-02-26_18-12-59,12.847713470458984,12.847713470458984,26663,casper19,128.117.208.133,12.847713470458984,1,sigmoid,False,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",2,256,60,0.001,d1e638bb
35,4.771,1708996426,,False,1,8ede69b2,2024-02-26_18-13-46,46.41173005104065,46.41173005104065,26663,casper19,128.117.208.133,46.41173005104065,1,sigmoid,False,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,256,60,0.0001,8ede69b2
36,4.855,1708996442,,False,1,50da1ac8,2024-02-26_18-14-02,16.010814428329468,16.010814428329468,26663,casper19,128.117.208.133,16.010814428329468,1,sigmoid,False,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",2,128,60,0.001,50da1ac8
37,5.402,1708996487,,False,1,2b6e6e63,2024-02-26_18-14-47,45.09550094604492,45.09550094604492,26663,casper19,128.117.208.133,45.09550094604492,1,sigmoid,False,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,256,60,0.0001,2b6e6e63
38,5.027,1708996531,,False,1,8c11e34f,2024-02-26_18-15-31,43.925731897354126,43.925731897354126,26663,casper19,128.117.208.133,43.925731897354126,1,sigmoid,False,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,512,48,0.0001,8c11e34f
39,9.067,1708996540,,False,1,4cc01d6a,2024-02-26_18-15-40,7.878018379211426,7.878018379211426,26663,casper19,128.117.208.133,7.878018379211426,1,sigmoid,False,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,256,60,0.01,4cc01d6a
40,5.181,1708996632,,False,1,dfdb8464,2024-02-26_18-17-12,61.45589566230774,61.45589566230774,27525,casper19,128.117.208.133,61.45589566230774,1,sigmoid,True,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,256,60,0.0001,dfdb8464
41,9.872,1708996653,,False,1,5c2f83f3,2024-02-26_18-17-33,20.466151237487793,20.466151237487793,27525,casper19,128.117.208.133,20.466151237487793,1,sigmoid,False,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,128,60,0.001,5c2f83f3
42,9.068,1708996662,,False,1,db7ebed4,2024-02-26_18-17-42,9.008055925369263,9.008055925369263,27525,casper19,128.117.208.133,9.008055925369263,1,sigmoid,False,False,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",1,512,48,0.01,db7ebed4
43,37.543,1708996683,,False,1,88c54ee0,2024-02-26_18-18-03,19.390020608901978,19.390020608901978,27525,casper19,128.117.208.133,19.390020608901978,1,relu,True,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,256,60,0.0001,88c54ee0
