,nrmse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/activation,config/bnorm,config/dropout,config/dropout_prob,config/kernel_types,config/active_dim_multiplier,config/dim_max,config/output_dim,config/optimizer_lr,logdir
25,8.311,1708994628,,False,1,36333713,2024-02-26_17-43-48,8.115694761276245,8.115694761276245,18570,casper19,128.117.208.133,8.115694761276245,1,tanh,False,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,128,36,0.01,36333713
26,5.593,1708994637,,False,1,8a8083bc,2024-02-26_17-43-57,9.053056478500366,9.053056478500366,18570,casper19,128.117.208.133,9.053056478500366,1,sigmoid,False,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,128,36,0.01,8a8083bc
27,4.965,1708994647,,False,1,7c4075e9,2024-02-26_17-44-07,9.56142258644104,9.56142258644104,18570,casper19,128.117.208.133,9.56142258644104,1,sigmoid,False,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,128,12,0.01,7c4075e9
28,4.522,1708994655,,False,1,70935677,2024-02-26_17-44-15,7.799342155456543,7.799342155456543,18570,casper19,128.117.208.133,7.799342155456543,1,sigmoid,False,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,128,36,0.01,70935677
29,4.616,1708994700,,False,1,56a83f4a,2024-02-26_17-45-00,16.178916692733765,16.178916692733765,19221,casper19,128.117.208.133,16.178916692733765,1,sigmoid,False,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,128,12,0.01,56a83f4a
30,5.009,1708994707,,False,1,526b3b42,2024-02-26_17-45-07,7.47690224647522,7.47690224647522,19221,casper19,128.117.208.133,7.47690224647522,1,tanh,False,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,128,36,0.01,526b3b42
31,4.776,1708994716,,False,1,78a9dcc0,2024-02-26_17-45-16,8.333709955215454,8.333709955215454,19221,casper19,128.117.208.133,8.333709955215454,1,sigmoid,False,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,128,36,0.01,78a9dcc0
32,4.547,1708994724,,False,1,ea5bfb16,2024-02-26_17-45-24,7.947927951812744,7.947927951812744,19221,casper19,128.117.208.133,7.947927951812744,1,tanh,False,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,128,24,0.01,ea5bfb16
33,5.159,1708994733,,False,1,986a5e54,2024-02-26_17-45-33,8.532079219818115,8.532079219818115,19221,casper19,128.117.208.133,8.532079219818115,1,sigmoid,False,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,128,36,0.01,986a5e54
34,5.646,1708994741,,False,1,483cafe6,2024-02-26_17-45-41,8.523656129837036,8.523656129837036,19221,casper19,128.117.208.133,8.523656129837036,1,sigmoid,False,False,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",1,128,36,0.01,483cafe6
35,8.325,1708994749,,False,1,ea6a3b88,2024-02-26_17-45-49,7.764779806137085,7.764779806137085,19221,casper19,128.117.208.133,7.764779806137085,1,tanh,False,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,128,48,0.01,ea6a3b88
36,4.935,1708994758,,False,1,65b782da,2024-02-26_17-45-58,8.623323678970337,8.623323678970337,19221,casper19,128.117.208.133,8.623323678970337,1,sigmoid,False,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,128,36,0.01,65b782da
37,6.657,1708994802,,False,1,3102097c,2024-02-26_17-46-42,17.823036432266235,17.823036432266235,21240,casper19,128.117.208.133,17.823036432266235,1,sigmoid,False,False,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",1,64,12,0.01,3102097c
38,6.521,1708994810,,False,1,c74f2948,2024-02-26_17-46-50,7.953951597213745,7.953951597213745,21240,casper19,128.117.208.133,7.953951597213745,1,sigmoid,False,False,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",1,128,48,0.01,c74f2948
39,5.103,1708994818,,False,1,f2623361,2024-02-26_17-46-58,8.262654066085815,8.262654066085815,21240,casper19,128.117.208.133,8.262654066085815,1,relu,False,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,128,36,0.01,f2623361
40,5.753,1708994831,,False,1,96ca0c8a,2024-02-26_17-47-11,12.517315864562988,12.517315864562988,21240,casper19,128.117.208.133,12.517315864562988,1,sigmoid,True,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,128,24,0.01,96ca0c8a
41,21.589,1708994838,,False,1,4d690220,2024-02-26_17-47-18,7.3453528881073,7.3453528881073,21240,casper19,128.117.208.133,7.3453528881073,1,relu,False,False,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",1,64,60,0.01,4d690220
42,7.012,1708994849,,False,1,6ddbb054,2024-02-26_17-47-29,10.659157037734985,10.659157037734985,21240,casper19,128.117.208.133,10.659157037734985,1,tanh,True,False,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",1,128,48,0.01,6ddbb054
43,5.025,1708994861,,False,1,93f87daa,2024-02-26_17-47-41,11.315576314926147,11.315576314926147,21240,casper19,128.117.208.133,11.315576314926147,1,sigmoid,False,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,256,36,0.001,93f87daa
44,6.387,1708994872,,False,1,0d82449a,2024-02-26_17-47-52,11.173246383666992,11.173246383666992,21240,casper19,128.117.208.133,11.173246383666992,1,sigmoid,True,False,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",2,64,12,0.01,0d82449a
