,nrmse,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/activation,config/bnorm,config/dropout,config/dropout_prob,config/kernel_types,config/active_dim_multiplier,config/dim_max,config/output_dim,config/optimizer_lr,logdir
10,39.884,1708936245,,False,1,f6018d22,2024-02-26_01-30-45,17.959296941757202,17.959296941757202,8967,casper18,128.117.208.132,17.959296941757202,1,relu,True,False,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",2,128,60,0.001,f6018d22
11,16.182,1708936254,,False,1,5491548e,2024-02-26_01-30-54,8.906094789505005,8.906094789505005,8967,casper18,128.117.208.132,8.906094789505005,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,128,36,0.01,5491548e
12,37.183,1708936263,,False,1,2912a921,2024-02-26_01-31-03,9.021649360656738,9.021649360656738,8967,casper18,128.117.208.132,9.021649360656738,1,relu,False,True,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",2,64,24,0.01,2912a921
13,27.032,1708936291,,False,1,103d42f3,2024-02-26_01-31-31,28.16191792488098,28.16191792488098,8967,casper18,128.117.208.132,28.16191792488098,1,sigmoid,True,False,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",2,128,12,0.001,103d42f3
14,29.746,1708936337,,False,1,6caa51e7,2024-02-26_01-32-17,14.926104545593262,14.926104545593262,9855,casper18,128.117.208.132,14.926104545593262,1,sigmoid,False,True,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,128,48,0.01,6caa51e7
15,31.002,1708936348,,False,1,56195045,2024-02-26_01-32-28,11.190096139907837,11.190096139907837,9855,casper18,128.117.208.132,11.190096139907837,1,relu,True,True,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",2,64,36,0.01,56195045
16,23.651,1708936372,,False,1,7415394a,2024-02-26_01-32-52,23.727647304534912,23.727647304534912,9855,casper18,128.117.208.132,23.727647304534912,1,tanh,False,False,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",2,128,36,0.001,7415394a
17,24.156,1708936382,,False,1,ead7c9de,2024-02-26_01-33-02,10.353570222854614,10.353570222854614,9855,casper18,128.117.208.132,10.353570222854614,1,sigmoid,False,False,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",2,256,36,0.01,ead7c9de
18,31.204,1708936395,,False,1,01f46d34,2024-02-26_01-33-15,12.76542615890503,12.76542615890503,9855,casper18,128.117.208.132,12.76542615890503,1,relu,True,True,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",1,256,60,0.01,01f46d34
19,31.751,1708936417,,False,1,ab237c67,2024-02-26_01-33-37,21.462913990020752,21.462913990020752,9855,casper18,128.117.208.132,21.462913990020752,1,relu,True,False,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",1,64,48,0.001,ab237c67
20,36.85,1708936426,,False,1,a3e596c9,2024-02-26_01-33-46,9.063004493713379,9.063004493713379,9855,casper18,128.117.208.132,9.063004493713379,1,tanh,False,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",2,128,36,0.01,a3e596c9
21,31.302,1708936475,,False,1,8eda93a3,2024-02-26_01-34-35,19.18057084083557,19.18057084083557,10552,casper18,128.117.208.132,19.18057084083557,1,tanh,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",2,128,36,0.01,8eda93a3
22,25.668,1708936498,,False,1,f8a1afeb,2024-02-26_01-34-58,23.41651964187622,23.41651964187622,10552,casper18,128.117.208.132,23.41651964187622,1,tanh,False,False,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",2,128,36,0.001,f8a1afeb
23,30.973,1708936520,,False,1,bda0e71e,2024-02-26_01-35-20,20.927806854248047,20.927806854248047,10552,casper18,128.117.208.132,20.927806854248047,1,tanh,False,False,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",2,128,36,0.001,bda0e71e
24,16.764,1708936530,,False,1,6a424695,2024-02-26_01-35-30,10.382901906967163,10.382901906967163,10552,casper18,128.117.208.132,10.382901906967163,1,sigmoid,False,False,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",2,128,36,0.01,6a424695
25,50.027,1708936549,,False,1,de966da3,2024-02-26_01-35-49,19.176191091537476,19.176191091537476,10552,casper18,128.117.208.132,19.176191091537476,1,tanh,False,True,0.5,"('Matern32', 'Matern32', 'Matern32', 'Matern32')",2,128,36,0.001,de966da3
26,31.621,1708936559,,False,1,65cabf7a,2024-02-26_01-35-59,9.34119963645935,9.34119963645935,10552,casper18,128.117.208.132,9.34119963645935,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",2,128,36,0.01,65cabf7a
27,23.752,1708936569,,False,1,80008370,2024-02-26_01-36-09,10.307033061981201,10.307033061981201,10552,casper18,128.117.208.132,10.307033061981201,1,sigmoid,False,False,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",1,128,48,0.01,80008370
28,13.482,1708936578,,False,1,ccdbfd49,2024-02-26_01-36-18,8.469996213912964,8.469996213912964,10552,casper18,128.117.208.132,8.469996213912964,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,128,36,0.01,ccdbfd49
29,29.283,1708936619,,False,1,4132f267,2024-02-26_01-36-59,15.436834573745728,15.436834573745728,12635,casper18,128.117.208.132,15.436834573745728,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,128,24,0.01,4132f267
30,31.583,1708936627,,False,1,0705cba7,2024-02-26_01-37-07,8.353413343429565,8.353413343429565,12635,casper18,128.117.208.132,8.353413343429565,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,128,60,0.01,0705cba7
31,22.504,1708936636,,False,1,4a6795cc,2024-02-26_01-37-16,8.459130048751831,8.459130048751831,12635,casper18,128.117.208.132,8.459130048751831,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,128,36,0.01,4a6795cc
32,23.155,1708936644,,False,1,1bceeb96,2024-02-26_01-37-24,8.246541500091553,8.246541500091553,12635,casper18,128.117.208.132,8.246541500091553,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,128,60,0.01,1bceeb96
33,23.688,1708936656,,False,1,89364656,2024-02-26_01-37-36,11.805192708969116,11.805192708969116,12635,casper18,128.117.208.132,11.805192708969116,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,64,36,0.01,89364656
34,15.986,1708936664,,False,1,9b3c46a8,2024-02-26_01-37-44,8.547165393829346,8.547165393829346,12635,casper18,128.117.208.132,8.547165393829346,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,128,12,0.01,9b3c46a8
35,26.503,1708936676,,False,1,32ac691c,2024-02-26_01-37-56,11.352962732315063,11.352962732315063,12635,casper18,128.117.208.132,11.352962732315063,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,64,24,0.01,32ac691c
36,22.862,1708936684,,False,1,5879fa42,2024-02-26_01-38-04,8.522704601287842,8.522704601287842,12635,casper18,128.117.208.132,8.522704601287842,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,128,12,0.01,5879fa42
37,23.229,1708936724,,False,1,ae4490ce,2024-02-26_01-38-44,15.944773435592651,15.944773435592651,13282,casper18,128.117.208.132,15.944773435592651,1,sigmoid,False,True,0.5,"('Matern12', 'Matern12', 'Matern12', 'Matern12')",1,128,12,0.01,ae4490ce
38,22.153,1708936732,,False,1,7848bebe,2024-02-26_01-38-52,7.970061302185059,7.970061302185059,13282,casper18,128.117.208.132,7.970061302185059,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,256,12,0.01,7848bebe
39,22.153,1708936740,,False,1,34860dcd,2024-02-26_01-39-00,7.730673313140869,7.730673313140869,13282,casper18,128.117.208.132,7.730673313140869,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,256,12,0.01,34860dcd
40,16.682,1708936749,,False,1,4d8ea3c6,2024-02-26_01-39-09,8.538827180862427,8.538827180862427,13282,casper18,128.117.208.132,8.538827180862427,1,sigmoid,False,True,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,64,12,0.01,4d8ea3c6
41,21.983,1708936758,,False,1,549e7553,2024-02-26_01-39-18,9.059128522872925,9.059128522872925,13282,casper18,128.117.208.132,9.059128522872925,1,sigmoid,False,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,128,12,0.01,549e7553
42,29.527,1708936770,,False,1,b92f8a49,2024-02-26_01-39-30,11.791096925735474,11.791096925735474,13282,casper18,128.117.208.132,11.791096925735474,1,relu,True,True,0.5,"('Matern52', 'Matern52', 'Matern52', 'Matern52')",1,128,12,0.01,b92f8a49
43,26.213,1708936779,,False,1,12c305d0,2024-02-26_01-39-39,9.232669591903687,9.232669591903687,13282,casper18,128.117.208.132,9.232669591903687,1,sigmoid,False,True,0.5,"('SquaredExponential', 'SquaredExponential', 'SquaredExponential', 'SquaredExponential')",1,256,24,0.01,12c305d0
